代號,股票名稱,權重,持有數,Date
3711,日月光投資控股,1.21,248000,2026-04-16
2317,鴻海精密工業,0.49,221000,2026-04-16
2395,研華,0.78,204000,2026-04-16
6239,力成科技,0.43,188000,2026-04-16
2368,金像電子（股）公司,2.2,175000,2026-04-16
2308,台達電子工業,3.19,160000,2026-04-16
2454,聯發科技,3.22,157000,2026-04-16
6805,富世達,3.18,155000,2026-04-16
3665,貿聯控股（BizLink Holding In,3.99,154000,2026-04-16
2345,智邦科技,2.82,128000,2026-04-16
2382,廣達電腦,0.41,119000,2026-04-16
4749,新應材,1.13,117000,2026-04-16
2360,致茂電子,2.22,100000,2026-04-16
6488,環球晶圓,0.57,98000,2026-04-16
8996,高力熱處理工業,1.16,96000,2026-04-16
8299,群聯電子,1.58,92000,2026-04-16
3653,健策精密工業,4.03,85000,2026-04-16
6415,矽力杰,0.28,85000,2026-04-16
4958,臻鼎科技控股,0.21,77000,2026-04-16
6781,AES Holding Co Ltd,0.76,69000,2026-04-16
3533,嘉澤端子工業,1.79,66000,2026-04-16
3293,鈊象電子,0.54,65000,2026-04-16
8210,勤誠興業,0.69,63000,2026-04-16
3017,奇鋐科技,1.53,58000,2026-04-16
6223,旺矽科技,2.92,55000,2026-04-16
3037,欣興電子,0.37,53000,2026-04-16
3529,力旺電子,1.96,49000,2026-04-16
6442,光紅建聖,1.1,49000,2026-04-16
3661,世芯電子,1.47,39000,2026-04-16
2383,台光電子材料,1.53,37000,2026-04-16
6669,緯穎科技服務,1.48,37000,2026-04-16
2059,川湖科技,1.27,34000,2026-04-16
7769,鴻勁精密,1.3,28000,2026-04-16
1519,華城電機,0.12,13000,2026-04-16
6515,穎崴科技,1.06,10000,2026-04-16
2344,華邦電子,1.49,1579000,2026-04-18
2330,台灣積體電路製造,24.92,1144000,2026-04-18
6789,采鈺科技,3.35,725000,2026-04-18
2412,中華電信,1.01,684000,2026-04-18
3189,景碩科技,2.77,659000,2026-04-18
3105,穩懋半導體,3.23,559000,2026-04-18
8046,南亞電路板,3.98,512000,2026-04-18
1216,統一企業,0.36,455000,2026-04-18
1477,聚陽實業,1.0,433000,2026-04-18
1605,華新麗華,0.12,350000,2026-04-18
2881,富邦金融控股,0.32,335000,2026-04-18
2891,中國信託金融控股,0.15,266000,2026-04-18
2408,南亞科技,0.6,265000,2026-04-18
4904,遠傳電信,0.24,233000,2026-04-18
2368,金像電子（股）公司,2.21,175000,2026-04-18
3264,欣銓科技,0.3,165000,2026-04-18
2308,台達電子工業,3.16,160000,2026-04-18
3711,日月光投資控股,0.75,159000,2026-04-18
6805,富世達,3.11,155000,2026-04-18
3665,貿聯控股（BizLink Holding In,3.91,154000,2026-04-18
2317,鴻海精密工業,0.32,143000,2026-04-18
2395,研華,0.5,128000,2026-04-18
2454,聯發科技,2.44,118000,2026-04-18
3017,奇鋐科技,2.94,114000,2026-04-18
2345,智邦科技,2.38,107000,2026-04-18
2360,致茂電子,2.42,100000,2026-04-18
6239,力成科技,0.22,98000,2026-04-18
8996,高力熱處理工業,1.26,96000,2026-04-18
8299,群聯電子,1.55,92000,2026-04-18
3653,健策精密工業,4.16,85000,2026-04-18
4958,臻鼎科技控股,0.23,77000,2026-04-18
4749,新應材,0.73,76000,2026-04-18
6781,AES Holding Co Ltd,0.77,69000,2026-04-18
3533,嘉澤端子工業,1.76,66000,2026-04-18
6488,環球晶圓,0.35,65000,2026-04-18
6442,光紅建聖,1.48,64000,2026-04-18
6223,旺矽科技,3.07,55000,2026-04-18
3037,欣興電子,0.37,53000,2026-04-18
3529,力旺電子,2.14,49000,2026-04-18
3293,鈊象電子,0.35,42000,2026-04-18
8210,勤誠興業,0.44,40000,2026-04-18
3661,世芯電子,1.47,39000,2026-04-18
2383,台光電子材料,1.51,37000,2026-04-18
2059,川湖科技,1.33,34000,2026-04-18
6415,矽力杰,0.11,32000,2026-04-18
7769,鴻勁精密,1.35,28000,2026-04-18
2382,廣達電腦,0.1,28000,2026-04-18
6669,緯穎科技服務,0.78,19000,2026-04-18
6515,穎崴科技,1.11,10000,2026-04-18
1519,華城電機,0.07,8000,2026-04-18
2344,華邦電子,1.2,1336000,2026-04-20
2330,台灣積體電路製造,24.23,1144000,2026-04-20
6789,采鈺科技,3.59,725000,2026-04-20
3189,景碩科技,2.97,659000,2026-04-20
2412,中華電信,0.8,561000,2026-04-20
3105,穩懋半導體,3.46,559000,2026-04-20
8046,南亞電路板,4.26,512000,2026-04-20
1477,聚陽實業,1.02,433000,2026-04-20
1216,統一企業,0.29,378000,2026-04-20
2881,富邦金融控股,0.25,278000,2026-04-20
2408,南亞科技,0.48,221000,2026-04-20
2368,金像電子（股）公司,2.68,212000,2026-04-20
4904,遠傳電信,0.19,186000,2026-04-20
2308,台達電子工業,3.18,160000,2026-04-20
6805,富世達,3.07,155000,2026-04-20
3665,貿聯控股（BizLink Holding In,3.96,154000,2026-04-20
1605,華新麗華,0.05,150000,2026-04-20
3017,奇鋐科技,3.8,146000,2026-04-20
3711,日月光投資控股,0.59,123000,2026-04-20
3264,欣銓科技,0.24,122000,2026-04-20
2454,聯發科技,2.34,118000,2026-04-20
2317,鴻海精密工業,0.25,117000,2026-04-20
2345,智邦科技,2.24,107000,2026-04-20
2395,研華,0.4,104000,2026-04-20
2360,致茂電子,2.14,100000,2026-04-20
6239,力成科技,0.21,98000,2026-04-20
8996,高力熱處理工業,1.2,96000,2026-04-20
8299,群聯電子,1.57,92000,2026-04-20
2891,中國信託金融控股,0.05,89000,2026-04-20
3653,健策精密工業,4.46,85000,2026-04-20
4958,臻鼎科技控股,0.25,77000,2026-04-20
6781,AES Holding Co Ltd,0.73,69000,2026-04-20
6488,環球晶圓,0.37,65000,2026-04-20
6442,光紅建聖,1.59,64000,2026-04-20
4749,新應材,0.59,57000,2026-04-20
2059,川湖科技,2.15,55000,2026-04-20
3037,欣興電子,0.38,53000,2026-04-20
3529,力旺電子,2.25,49000,2026-04-20
6223,旺矽科技,2.42,45000,2026-04-20
3661,世芯電子,1.48,39000,2026-04-20
2383,台光電子材料,1.49,37000,2026-04-20
3533,嘉澤端子工業,0.96,35000,2026-04-20
3293,鈊象電子,0.28,34000,2026-04-20
8210,勤誠興業,0.34,32000,2026-04-20
6415,矽力杰,0.12,32000,2026-04-20
7769,鴻勁精密,1.3,28000,2026-04-20
6669,緯穎科技服務,0.79,19000,2026-04-20
2382,廣達電腦,0.05,14000,2026-04-20
6515,穎崴科技,1.13,10000,2026-04-20
1519,華城電機,0.07,8000,2026-04-20
2344,華邦電子,1.22,1336000,2026-04-22
2330,台灣積體電路製造,25.57,1239000,2026-04-22
2412,中華電信,0.77,561000,2026-04-22
3711,日月光投資控股,2.13,455000,2026-04-22
1477,聚陽實業,0.96,433000,2026-04-22
1216,統一企業,0.28,378000,2026-04-22
3105,穩懋半導體,1.96,324000,2026-04-22
8046,南亞電路板,2.46,304000,2026-04-22
3189,景碩科技,1.47,297000,2026-04-22
6488,環球晶圓,1.78,294000,2026-04-22
2881,富邦金融控股,0.25,278000,2026-04-22
6789,采鈺科技,1.28,260000,2026-04-22
2408,南亞科技,0.49,221000,2026-04-22
2368,金像電子（股）公司,2.67,212000,2026-04-22
2308,台達電子工業,3.96,195000,2026-04-22
4904,遠傳電信,0.18,186000,2026-04-22
1605,華新麗華,0.05,150000,2026-04-22
3017,奇鋐科技,3.96,146000,2026-04-22
3665,貿聯控股（BizLink Holding In,3.27,127000,2026-04-22
3264,欣銓科技,0.26,122000,2026-04-22
2454,聯發科技,2.73,118000,2026-04-22
2317,鴻海精密工業,0.26,117000,2026-04-22
2345,智邦科技,2.37,107000,2026-04-22
7769,鴻勁精密,5.02,105000,2026-04-22
2395,研華,0.38,104000,2026-04-22
2360,致茂電子,2.04,100000,2026-04-22
6805,富世達,2.0,100000,2026-04-22
6239,力成科技,0.22,98000,2026-04-22
8996,高力熱處理工業,1.16,96000,2026-04-22
8299,群聯電子,1.64,92000,2026-04-22
2891,中國信託金融控股,0.05,89000,2026-04-22
3653,健策精密工業,4.63,85000,2026-04-22
4958,臻鼎科技控股,0.24,77000,2026-04-22
6781,AES Holding Co Ltd,0.78,69000,2026-04-22
6442,光紅建聖,1.44,64000,2026-04-22
4749,新應材,0.59,57000,2026-04-22
2059,川湖科技,2.18,55000,2026-04-22
3037,欣興電子,0.38,53000,2026-04-22
3529,力旺電子,1.67,41000,2026-04-22
3661,世芯電子,1.6,39000,2026-04-22
2383,台光電子材料,1.51,37000,2026-04-22
3533,嘉澤端子工業,0.93,35000,2026-04-22
3293,鈊象電子,0.27,34000,2026-04-22
8210,勤誠興業,0.34,32000,2026-04-22
6415,矽力杰,0.13,32000,2026-04-22
6223,旺矽科技,1.46,30000,2026-04-22
6669,緯穎科技服務,0.83,19000,2026-04-22
2382,廣達電腦,0.05,14000,2026-04-22
6515,穎崴科技,1.08,10000,2026-04-22
1519,華城電機,0.07,8000,2026-04-22
2344,華邦電子,1.18,1336000,2026-04-23
2330,台灣積體電路製造,27.57,1317000,2026-04-23
2412,中華電信,0.77,561000,2026-04-23
6415,矽力杰,1.99,477000,2026-04-23
3711,日月光投資控股,2.13,455000,2026-04-23
1477,聚陽實業,0.96,433000,2026-04-23
2474,可成科技,0.99,427000,2026-04-23
1216,統一企業,0.27,378000,2026-04-23
6488,環球晶圓,1.69,294000,2026-04-23
2881,富邦金融控股,0.25,278000,2026-04-23
6789,采鈺科技,1.35,260000,2026-04-23
2408,南亞科技,0.46,221000,2026-04-23
2368,金像電子（股）公司,2.7,212000,2026-04-23
3189,景碩科技,1.01,209000,2026-04-23
2308,台達電子工業,3.89,195000,2026-04-23
8046,南亞電路板,1.49,186000,2026-04-23
4904,遠傳電信,0.18,186000,2026-04-23
3017,奇鋐科技,3.94,146000,2026-04-23
3105,穩懋半導體,0.79,140000,2026-04-23
3665,貿聯控股（BizLink Holding In,3.52,127000,2026-04-23
3264,欣銓科技,0.24,122000,2026-04-23
2454,聯發科技,2.63,118000,2026-04-23
2317,鴻海精密工業,0.26,117000,2026-04-23
7769,鴻勁精密,5.08,105000,2026-04-23
2395,研華,0.37,104000,2026-04-23
2360,致茂電子,1.95,100000,2026-04-23
6239,力成科技,0.2,98000,2026-04-23
8996,高力熱處理工業,1.17,96000,2026-04-23
2891,中國信託金融控股,0.05,89000,2026-04-23
3653,健策精密工業,4.54,85000,2026-04-23
2345,智邦科技,1.76,84000,2026-04-23
8299,群聯電子,1.37,80000,2026-04-23
6805,富世達,1.48,77000,2026-04-23
4958,臻鼎科技控股,0.25,77000,2026-04-23
6781,AES Holding Co Ltd,0.77,69000,2026-04-23
6442,光紅建聖,1.3,64000,2026-04-23
4749,新應材,0.57,57000,2026-04-23
3037,欣興電子,0.39,53000,2026-04-23
2059,川湖科技,1.73,48000,2026-04-23
3661,世芯電子,1.56,39000,2026-04-23
2383,台光電子材料,1.53,37000,2026-04-23
3533,嘉澤端子工業,0.87,35000,2026-04-23
3293,鈊象電子,0.26,34000,2026-04-23
8210,勤誠興業,0.35,32000,2026-04-23
3529,力旺電子,1.24,31000,2026-04-23
6223,旺矽科技,1.45,30000,2026-04-23
6669,緯穎科技服務,0.81,19000,2026-04-23
2382,廣達電腦,0.05,14000,2026-04-23
6515,穎崴科技,1.08,10000,2026-04-23
1519,華城電機,0.07,8000,2026-04-23
2330,台灣積體電路製造,29.18,1372000,2026-04-24
2344,華邦電子,1.15,1336000,2026-04-24
2412,中華電信,0.74,561000,2026-04-24
6415,矽力杰,2.02,477000,2026-04-24
3711,日月光投資控股,2.2,455000,2026-04-24
1477,聚陽實業,0.91,433000,2026-04-24
2474,可成科技,0.93,427000,2026-04-24
1216,統一企業,0.26,378000,2026-04-24
6488,環球晶圓,1.67,294000,2026-04-24
2881,富邦金融控股,0.24,278000,2026-04-24
6789,采鈺科技,1.43,260000,2026-04-24
4958,臻鼎科技控股,0.8,236000,2026-04-24
2408,南亞科技,0.44,221000,2026-04-24
2368,金像電子（股）公司,2.87,212000,2026-04-24
3189,景碩科技,1.07,209000,2026-04-24
2308,台達電子工業,3.94,195000,2026-04-24
8046,南亞電路板,1.58,186000,2026-04-24
4904,遠傳電信,0.17,186000,2026-04-24
3017,奇鋐科技,4.19,146000,2026-04-24
3105,穩懋半導體,0.75,140000,2026-04-24
3665,貿聯控股（BizLink Holding In,3.42,127000,2026-04-24
3264,欣銓科技,0.25,122000,2026-04-24
2454,聯發科技,2.8,118000,2026-04-24
2317,鴻海精密工業,0.25,117000,2026-04-24
7769,鴻勁精密,4.83,105000,2026-04-24
2395,研華,0.36,104000,2026-04-24
2360,致茂電子,1.87,100000,2026-04-24
6239,力成科技,0.2,98000,2026-04-24
8996,高力熱處理工業,1.05,96000,2026-04-24
2891,中國信託金融控股,0.05,89000,2026-04-24
3653,健策精密工業,4.44,85000,2026-04-24
2345,智邦科技,1.75,84000,2026-04-24
8299,群聯電子,1.31,80000,2026-04-24
6805,富世達,1.44,77000,2026-04-24
6781,AES Holding Co Ltd,0.75,69000,2026-04-24
6442,光紅建聖,1.17,64000,2026-04-24
4749,新應材,0.54,57000,2026-04-24
3037,欣興電子,0.41,53000,2026-04-24
2059,川湖科技,1.77,48000,2026-04-24
3661,世芯電子,1.6,39000,2026-04-24
2383,台光電子材料,1.61,37000,2026-04-24
3533,嘉澤端子工業,0.86,35000,2026-04-24
3293,鈊象電子,0.25,34000,2026-04-24
8210,勤誠興業,0.38,32000,2026-04-24
3529,力旺電子,1.18,31000,2026-04-24
6223,旺矽科技,1.36,30000,2026-04-24
6669,緯穎科技服務,1.22,27000,2026-04-24
2382,廣達電腦,0.04,14000,2026-04-24
6515,穎崴科技,0.98,10000,2026-04-24
1519,華城電機,0.07,8000,2026-04-24
